PAGA FOOTBALL APP — BASE DE DONNÉES EXERCICES COMPLÈTE (1150 exercices · PAGA + OTA + TC);;;;;;;;;;;;;;;;;;;;;;;;;
EXERCISE_ID;EXERCISE_NAME;MAIN_CATEGORY;SUB_CATEGORY;OBJECTIVE_PRIMARY;OBJECTIVE_SECONDARY;ENVIRONMENT;EQUIPMENT;EQUIPMENT_LEVEL;PRIORITY;SESSION_ROLE;MOVEMENT_PATTERN;VECTOR;CONTRACTION_TYPE;INTENSITY;NEURAL_LOAD;MECHANICAL_LOAD;METABOLIC_LOAD;SOLO_ONLY;FOOTBALL_TRANSFER;COMPATIBLE_DAYS;LEVEL;AGE_GROUP;POSITION_RELEVANCE;CONTRAINDICATIONS;PROGRESSION_GROUP
EX0365;Stretch Mollets;mobility;calves;mobility;flexibility;field;wall;standard;core;recovery;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0366;Stretch Psoas;mobility;hips;mobility;flexibility;field;none;minimal;core;recovery;lunge;horizontal;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0367;Stretch Quadriceps;mobility;hips;mobility;flexibility;field;none;minimal;core;recovery;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0368;Stretch côté;mobility;spine;mobility;flexibility;field;none;minimal;core;recovery;carry;lateral;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0369;Fartlek;conditioning;fartlek;aerobic;speed;field;none;minimal;core;conditioning;sprint;horizontal;mixed;high;moderate;moderate;very_high;yes;high;MD-4;intermediate;U13_U15,U16_U18,adult;universal;;conditioning_series
EX0370;Intermittent;conditioning;intermittent;aerobic;speed;field;none;minimal;core;conditioning;sprint;horizontal;mixed;high;moderate;moderate;high;yes;high;MD-4;intermediate;U13_U15,U16_U18,adult;universal;;conditioning_series
EX0371;PMA;conditioning;pma;aerobic;speed;field;none;minimal;core;conditioning;sprint;horizontal;mixed;very_high;high;moderate;very_high;yes;high;MD-4;advanced;U16_U18,adult;universal;;conditioning_series
EX0372;PMA NAVETTE;conditioning;pma;aerobic;agility;field;cones;standard;secondary;conditioning;sprint;horizontal;mixed;very_high;high;moderate;very_high;yes;high;MD-4;advanced;U16_U18,adult;universal;;conditioning_series
EX0373;Course;conditioning;aerobic;aerobic;endurance;field;none;minimal;core;conditioning;sprint;horizontal;concentric;moderate;low;low;high;yes;moderate;MD+1,MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;conditioning_series
EX0374;Ski erg;conditioning;aerobic;conditioning;upper_body;gym;machine;pro;secondary;conditioning;pull;vertical;concentric;high;moderate;moderate;high;yes;low;MD-4;intermediate;U16_U18,adult;universal;shoulder;conditioning_series
EX0375;BATTLE ROPE;conditioning;hiit;conditioning;upper_body;gym;rope;pro;secondary;conditioning;carry;mixed;concentric;high;moderate;moderate;high;yes;low;MD-4;intermediate;U16_U18,adult;universal;shoulder;conditioning_series
EX0376;Récupération bain froid;recovery;cold_bath;recovery;recovery;field;none;minimal;specialist;recovery;carry;horizontal;post_isometric;low;low;low;low;yes;none;MD+1,MD_comp;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;recovery_series
EX0377;(HIIT) PERCUTIONS+SIDE JUMP+PERCUTIONS+SAUTS GROUPÉS;hiit;jump_combo;conditioning;plyometric;field;none;minimal;core;conditioning;jump;mixed;stretch_shortening;high;high;low;very_high;yes;moderate;MD-4;intermediate;U13_U15,U16_U18,adult;universal;;hiit_series
EX0378;HIIT BURPEES;hiit;burpee;conditioning;strength;field;none;minimal;core;conditioning;push;mixed;mixed;high;moderate;moderate;high;yes;low;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;shoulder;hiit_series
EX0379;HIIT BURPEES + SAUTS GENOUX;hiit;burpee;conditioning;plyometric;field;none;minimal;secondary;conditioning;jump;mixed;mixed;high;high;moderate;high;yes;low;MD-4;intermediate;U13_U15,U16_U18,adult;universal;shoulder;hiit_series
EX0380;HIIT DEMI BURPEE;hiit;burpee;conditioning;strength;field;none;minimal;core;conditioning;push;mixed;mixed;moderate;moderate;moderate;moderate;yes;low;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hiit_series
EX0381;HIIT SQUAT + COURSE ARRIERE;hiit;squat_combo;conditioning;speed;field;none;minimal;core;conditioning;sprint;mixed;mixed;high;high;moderate;high;yes;high;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hiit_series
EX0382;HIIT) DEMI BURPEES + SQUAT;hiit;burpee;conditioning;strength;field;none;minimal;secondary;conditioning;push;mixed;mixed;moderate;moderate;moderate;moderate;yes;low;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hiit_series
EX0383;HIIT) LEVER DE GENOUX + TALONS FESSES;hiit;percussion_combo;conditioning;speed;field;none;minimal;core;conditioning;sprint;horizontal;mixed;moderate;moderate;low;high;yes;moderate;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hiit_series
EX0384;HIIT) PERCUTIONS ECARTES-SERRES + COURSE NAVETTE;hiit;percussion_combo;conditioning;agility;field;none;minimal;core;conditioning;shuffle;mixed;mixed;high;high;low;high;yes;high;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hiit_series
EX0385;HIIT) TALONS FESSES + COURSE AVT-ARR;hiit;percussion_combo;conditioning;speed;field;none;minimal;core;conditioning;sprint;horizontal;mixed;high;high;low;high;yes;high;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hiit_series
EX0386;percutions écartées;hiit;percussion_combo;conditioning;coordination;field;none;minimal;core;conditioning;shuffle;lateral;reactive;moderate;high;low;high;yes;moderate;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hiit_series
EX0387;percutions serrées;hiit;percussion_combo;conditioning;stiffness;field;none;minimal;core;conditioning;sprint;horizontal;reactive;moderate;high;low;high;yes;moderate;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hiit_series
EX0388;BREAKTHROUGH;hiit;jump_combo;conditioning;plyometric;field;none;minimal;secondary;conditioning;jump;mixed;stretch_shortening;high;high;moderate;high;yes;moderate;MD-4;intermediate;U13_U15,U16_U18,adult;universal;;hiit_series
EX0389;DIAMOND PUSH UP;upper_body_push;horizontal_push;upper_body_strength;triceps;field;none;minimal;secondary;main;push;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;push_series
EX0390;ELEVATED PIKE PUSH UP;upper_body_push;vertical_push;upper_body_strength;shoulders;field;bench;standard;secondary;main;push;vertical;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;shoulder;push_series
EX0391;ELEVATED PUSH UP + MOUNTAIN CLIMBER;upper_body_push;horizontal_push;upper_body_strength;core;field;bench;standard;secondary;main;push;mixed;mixed;moderate;moderate;moderate;moderate;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;shoulder;push_series
EX0392;POMPES SUR 1 JAMBE ALTERNÉE;upper_body_push;horizontal_push;upper_body_strength;balance;field;none;minimal;secondary;main;push;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;advanced;U16_U18,adult;universal;;push_series
EX0393;PUSH UP + DEMI BURPEE;upper_body_push;horizontal_push;upper_body_strength;conditioning;field;none;minimal;secondary;conditioning;push;mixed;mixed;moderate;moderate;moderate;moderate;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;shoulder;push_series
EX0394;PUSH UP + ROWING;upper_body_push;horizontal_push;upper_body_strength;upper_body_pull;hybrid;dumbbell;pro;secondary;main;push;horizontal;mixed;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;push_series
EX0395;PUSH UP INCHWORM DEMI BURPEE;upper_body_push;horizontal_push;upper_body_strength;mobility;field;none;minimal;secondary;main;push;mixed;mixed;moderate;moderate;moderate;moderate;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;push_series
EX0396;PUSH UP SUR UNE JAMBE;upper_body_push;horizontal_push;upper_body_strength;balance;field;none;minimal;secondary;main;push;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;advanced;U16_U18,adult;universal;;push_series
EX0397;PUSH UP TO SIDE PLANK;upper_body_push;horizontal_push;upper_body_strength;core;field;none;minimal;secondary;main;push;mixed;mixed;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;push_series
EX0398;Pectoraux Pompes sur ballon;upper_body_push;horizontal_push;upper_body_strength;balance;gym;ball;pro;secondary;main;push;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;shoulder;push_series
EX0399;Pectoraux SCAPULAR PUSH UP;upper_body_push;horizontal_push;scapular_control;posture;field;none;minimal;core;prehab;push;horizontal;concentric;low;low;low;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;push_series
EX0400;Pectoraux bas 1 bras élastique;upper_body_push;horizontal_push;upper_body_strength;chest;field;band;standard;secondary;main;push;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;push_series
EX0401;Pectoraux développé 1 bras alternance élastique;upper_body_push;horizontal_push;upper_body_strength;chest;field;band;standard;secondary;main;push;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;push_series
EX0402;Pectoraux fly un bras élastique;upper_body_push;horizontal_push;upper_body_strength;chest;field;band;standard;secondary;main;push;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;push_series
EX0403;Pectoraux pompes changement de main avec ballon;upper_body_push;horizontal_push;upper_body_strength;chest;field;ball;standard;secondary;main;push;horizontal;mixed;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;push_series
EX0404;Pectoraux pompes plio;upper_body_push;horizontal_push;upper_body_strength;power;field;none;minimal;secondary;power;push;horizontal;stretch_shortening;high;high;moderate;low;yes;low;Tous;advanced;U16_U18,adult;universal;shoulder;push_series
EX0405;Pectoraux press TRX;upper_body_push;horizontal_push;upper_body_strength;chest;gym;trx;pro;secondary;main;push;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U16_U18,adult;universal;;push_series
EX0406;Pectoraux press élastiques;upper_body_push;horizontal_push;upper_body_strength;chest;field;band;standard;core;main;push;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;push_series
EX0407;Pompes élastique;upper_body_push;horizontal_push;upper_body_strength;chest;field;band;standard;secondary;main;push;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;push_series
EX0408;Pompes changements de main;upper_body_push;horizontal_push;upper_body_strength;coordination;field;none;minimal;secondary;main;push;horizontal;mixed;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;push_series
EX0409;TRICEPS STOP PUSH UP;arms_triceps;elbow_extension;upper_body_strength;chest;field;none;minimal;secondary;main;push;horizontal;isometric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;triceps_series
EX0410;TRICEPS SUR BANC;arms_triceps;elbow_extension;upper_body_strength;triceps;field;bench;standard;core;main;push;vertical;eccentric;moderate;moderate;moderate;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;triceps_series
EX0411;INCHWORM TO PIKE PUSH UP;upper_body_push;vertical_push;upper_body_strength;mobility;field;none;minimal;secondary;activation;push;mixed;mixed;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;push_series
EX0412;Dos fixateurs omoplates TRX;upper_body_pull;scapular_control;upper_body_strength;posture;gym;trx;pro;core;prehab;pull;horizontal;concentric;low;low;low;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;pull_series
EX0413;Dos fixateurs omoplates élastique;upper_body_pull;scapular_control;upper_body_strength;posture;field;band;standard;core;prehab;pull;horizontal;concentric;low;low;low;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;pull_series
EX0414;Dos fixateurs ompoplates travail en V élastique;upper_body_pull;scapular_control;upper_body_strength;posture;field;band;standard;secondary;prehab;pull;horizontal;concentric;low;low;low;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;pull_series
EX0415;Dos fly élastique;upper_body_pull;horizontal_pull;upper_body_strength;posture;field;band;standard;core;main;pull;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;pull_series
EX0416;Dos fly inversé haltères;upper_body_pull;horizontal_pull;upper_body_strength;posture;gym;dumbbell;pro;core;main;pull;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;beginner;U13_U15,U16_U18,adult;universal;;pull_series
EX0417;Dos fly inversé bras tendu haltères;upper_body_pull;horizontal_pull;upper_body_strength;posture;gym;dumbbell;pro;secondary;main;pull;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;pull_series
EX0418;Dos fly inversé élastique;upper_body_pull;horizontal_pull;upper_body_strength;posture;field;band;standard;core;main;pull;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;pull_series
EX0419;Dos fly inversé haltères en prise marteau;upper_body_pull;horizontal_pull;upper_body_strength;posture;gym;dumbbell;pro;secondary;main;pull;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;pull_series
EX0420;Dos fly inversé prise marteau élastique;upper_body_pull;horizontal_pull;upper_body_strength;posture;field;band;standard;secondary;main;pull;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;pull_series
EX0421;Dos ouverture TRX;upper_body_pull;horizontal_pull;upper_body_strength;chest;gym;trx;pro;secondary;main;pull;horizontal;eccentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U16_U18,adult;universal;;pull_series
EX0422;Dos tirage 1 bras en fente élastique;upper_body_pull;horizontal_pull;upper_body_strength;lower_body;hybrid;band;standard;secondary;main;pull;mixed;concentric;moderate;moderate;moderate;moderate;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;pull_series
EX0423;Dos tirage 1 bras en fente kettlebell;upper_body_pull;horizontal_pull;upper_body_strength;lower_body;gym;kettlebell;pro;secondary;main;pull;mixed;concentric;moderate;moderate;high;moderate;yes;moderate;Tous;intermediate;U16_U18,adult;universal;;pull_series
EX0424;Dos tirage Kettlbell en fentes;upper_body_pull;horizontal_pull;upper_body_strength;lower_body;gym;kettlebell;pro;secondary;main;pull;mixed;concentric;moderate;moderate;high;moderate;yes;moderate;Tous;intermediate;U16_U18,adult;universal;;pull_series
EX0425;Dos tirage bras écart TRX;upper_body_pull;horizontal_pull;upper_body_strength;posture;gym;trx;pro;core;main;pull;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U16_U18,adult;universal;;pull_series
EX0426;Dos tirage bras serrés TRX;upper_body_pull;horizontal_pull;upper_body_strength;posture;gym;trx;pro;core;main;pull;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U16_U18,adult;universal;;pull_series
EX0427;Dos tirage en rotations élastique;upper_body_pull;horizontal_pull;upper_body_strength;rotation;hybrid;band;standard;secondary;main;pull;rotational;concentric;moderate;moderate;moderate;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;pull_series
EX0428;Tirage dos 1 bras + switch jambes élastique;upper_body_pull;horizontal_pull;upper_body_strength;lower_body;hybrid;band;standard;advanced;main;pull;mixed;concentric;moderate;moderate;moderate;moderate;yes;moderate;Tous;advanced;U16_U18,adult;universal;;pull_series
EX0429;Tirage dos en fentes;upper_body_pull;horizontal_pull;upper_body_strength;lower_body;hybrid;none;minimal;secondary;main;pull;mixed;concentric;moderate;moderate;moderate;moderate;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;pull_series
EX0430;Trapèze rowing kettlebell;upper_body_pull;horizontal_pull;upper_body_strength;posture;gym;kettlebell;pro;secondary;main;pull;horizontal;concentric;moderate;moderate;high;low;yes;low;Tous;intermediate;U16_U18,adult;universal;;pull_series
EX0431;Trapèzes Rowing haltères;upper_body_pull;horizontal_pull;upper_body_strength;posture;gym;dumbbell;pro;core;main;pull;horizontal;concentric;moderate;moderate;high;low;yes;low;Tous;beginner;U13_U15,U16_U18,adult;universal;;pull_series
EX0432;Trapèzes rowing élastique;upper_body_pull;horizontal_pull;upper_body_strength;posture;field;band;standard;core;main;pull;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;pull_series
EX0433;Trapèzes rowing élastique 2;upper_body_pull;horizontal_pull;upper_body_strength;posture;field;band;standard;secondary;main;pull;horizontal;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;pull_series
EX0434;Abs rameur élastique +tirage dos;upper_body_pull;horizontal_pull;upper_body_strength;core;hybrid;band;standard;secondary;main;pull;mixed;concentric;moderate;moderate;moderate;low;yes;low;Tous;intermediate;U13_U15,U16_U18,adult;universal;;pull_series
